chart,country,fiscal_year,value,center,lcl,ucl,sigma,robust_z,n_baseline,rule,severity,explanation,abs_z,incident_id
A_level,"Congo, Republic of",2024,120607769.2,20407067.96,0.0,57810356.538151994,12467762.859383998,8.036782730799443,10,beyond_limits,high,"Congo, Republic of FY2024: disbursement of $120,607,769 is above the expected range $0 to $57,810,357 (learned from FY2010-2019, where a typical year was $20,407,068); that is 8.0 robust sigmas from the typical year (limits sit at 3), so 5.0 beyond the $57,810,357 limit.",8.036782730799443,
A_level,"Gambia, The",2022,79728329.83,17566723.665,0.0,40836137.685111,7756471.340037001,8.014160491270953,10,beyond_limits,high,"Gambia, The FY2022: disbursement of $79,728,330 is above the expected range $0 to $40,836,138 (learned from FY2010-2019, where a typical year was $17,566,724); that is 8.0 robust sigmas from the typical year (limits sit at 3), so 5.0 beyond the $40,836,138 limit.",8.014160491270953,
A_level,Sao Tome and Principe,2024,42786283.37,4348857.324999999,0.0,18776050.060080998,4809064.245026999,7.99270379570157,10,beyond_limits,high,"Sao Tome and Principe FY2024: disbursement of $42,786,283 is above the expected range $0 to $18,776,050 (learned from FY2010-2019, where a typical year was $4,348,857); that is 8.0 robust sigmas from the typical year (limits sit at 3), so 5.0 beyond the $18,776,050 limit.",7.99270379570157,
A_level,Kyrgyz Republic,2024,165919696.5,55549840.665,13804448.805444002,97295232.524556,13915130.619851999,7.931643536104579,10,beyond_limits,high,"Kyrgyz Republic FY2024: disbursement of $165,919,696 is above the expected range $13,804,449 to $97,295,233 (learned from FY2010-2019, where a typical year was $55,549,841); that is 7.9 robust sigmas from the typical year (limits sit at 3), so 4.9 beyond the $97,295,233 limit.",7.931643536104579,
A_level,Togo,2022,177046528.2,37187074.635000005,0.0,90175012.81332903,17662646.05944301,7.918374919267927,10,beyond_limits,high,"Togo FY2022: disbursement of $177,046,528 is above the expected range $0 to $90,175,013 (learned from FY2010-2019, where a typical year was $37,187,075); that is 7.9 robust sigmas from the typical year (limits sit at 3), so 4.9 beyond the $90,175,013 limit.",7.918374919267927,
A_level,Tanzania,2025,1571236097.0,558376038.2,168530973.22973007,948221103.17027,129948354.99009,7.794327668689933,10,beyond_limits,high,"Tanzania FY2025: disbursement of $1,571,236,097 is above the expected range $168,530,973 to $948,221,103 (learned from FY2010-2019, where a typical year was $558,376,038); that is 7.8 robust sigmas from the typical year (limits sit at 3), so 4.8 beyond the $948,221,103 limit.",7.794327668689933,
A_level,Niger,2026,742359199.8,148193009.25,0.0,378238661.35115993,76681884.03371997,7.748455818961389,10,beyond_limits,high,"Niger FY2026: disbursement of $742,359,200 is above the expected range $0 to $378,238,661 (learned from FY2010-2019, where a typical year was $148,193,009); that is 7.7 robust sigmas from the typical year (limits sit at 3), so 4.7 beyond the $378,238,661 limit.",7.748455818961389,
A_level,Solomon Islands,2020,26706239.0,5711163.215,0.0,13842572.508518,2710469.7645059996,7.7459177224308515,10,beyond_limits,high,"Solomon Islands FY2020: disbursement of $26,706,239 is above the expected range $0 to $13,842,573 (learned from FY2010-2019, where a typical year was $5,711,163); that is 7.7 robust sigmas from the typical year (limits sit at 3), so 4.7 beyond the $13,842,573 limit.",7.7459177224308515,
A_level,Tuvalu,2025,41295326.91,5182933.3,0.0,19184777.517004002,4667281.405668001,7.737350819718024,8,beyond_limits,high,"Tuvalu FY2025: disbursement of $41,295,327 is above the expected range $0 to $19,184,778 (learned from FY2010-2019, where a typical year was $5,182,933); that is 7.7 robust sigmas from the typical year (limits sit at 3), so 4.7 beyond the $19,184,778 limit.",7.737350819718024,
A_level,Afghanistan,2020,541841779.4,141668570.1,0.0,297673426.90731,52001618.935770005,7.695399056600053,10,beyond_limits,high,"Afghanistan FY2020: disbursement of $541,841,779 is above the expected range $0 to $297,673,427 (learned from FY2010-2019, where a typical year was $141,668,570); that is 7.7 robust sigmas from the typical year (limits sit at 3), so 4.7 beyond the $297,673,427 limit.",7.695399056600053,
A_level,Mozambique,2025,759310454.0,246160548.39999998,46058962.790830076,446262134.0091699,66700528.53638996,7.693340920380258,10,beyond_limits,high,"Mozambique FY2025: disbursement of $759,310,454 is above the expected range $46,058,963 to $446,262,134 (learned from FY2010-2019, where a typical year was $246,160,548); that is 7.7 robust sigmas from the typical year (limits sit at 3), so 4.7 beyond the $446,262,134 limit.",7.693340920380258,
A_level,Tajikistan,2022,126263729.7,31734314.225,0.0,68813365.01052502,12359683.595175002,7.648206747938319,10,beyond_limits,high,"Tajikistan FY2022: disbursement of $126,263,730 is above the expected range $0 to $68,813,365 (learned from FY2010-2019, where a typical year was $31,734,314); that is 7.6 robust sigmas from the typical year (limits sit at 3), so 4.6 beyond the $68,813,365 limit.",7.648206747938319,
A_level,Central African Republic,2021,165919853.5,39836241.235,0.0,89346702.254383,16503487.006460998,7.639816495486024,10,beyond_limits,high,"Central African Republic FY2021: disbursement of $165,919,854 is above the expected range $0 to $89,346,702 (learned from FY2010-2019, where a typical year was $39,836,241); that is 7.6 robust sigmas from the typical year (limits sit at 3), so 4.6 beyond the $89,346,702 limit.",7.639816495486024,
A_level,Nigeria,2022,2166472224.0,819493219.3499999,289524142.56473947,1349462296.1352603,176656358.92842016,7.624854337656681,10,beyond_limits,high,"Nigeria FY2022: disbursement of $2,166,472,224 is above the expected range $289,524,143 to $1,349,462,296 (learned from FY2010-2019, where a typical year was $819,493,219); that is 7.6 robust sigmas from the typical year (limits sit at 3), so 4.6 beyond the $1,349,462,296 limit.",7.624854337656681,
A_level,India,2026,6287163.26,1257181504.0,755385322.5925001,1758977685.4074998,167265393.80249998,-7.4785005571266225,10,beyond_limits,high,"India FY2026: disbursement of $6,287,163 is below the expected range $755,385,323 to $1,758,977,685 (learned from FY2010-2019, where a typical year was $1,257,181,504); that is 7.5 robust sigmas from the typical year (limits sit at 3), so 4.5 beyond the $755,385,323 limit.",7.4785005571266225,
A_level,Kyrgyz Republic,2025,159283521.8,55549840.665,13804448.805444002,97295232.524556,13915130.619851999,7.454740021412988,10,beyond_limits,high,"Kyrgyz Republic FY2025: disbursement of $159,283,522 is above the expected range $13,804,449 to $97,295,233 (learned from FY2010-2019, where a typical year was $55,549,841); that is 7.5 robust sigmas from the typical year (limits sit at 3), so 4.5 beyond the $97,295,233 limit.",7.454740021412988,
A_level,"Congo, Democratic Republic of",2026,1047376406.0,389153250.29999995,124027151.77677,654279348.8232299,88375366.17440999,7.448038793989127,10,beyond_limits,high,"Congo, Democratic Republic of FY2026: disbursement of $1,047,376,406 is above the expected range $124,027,152 to $654,279,349 (learned from FY2010-2019, where a typical year was $389,153,250); that is 7.4 robust sigmas from the typical year (limits sit at 3), so 4.4 beyond the $654,279,349 limit.",7.448038793989127,
A_level,Tanzania,2023,1521585063.0,558376038.2,168530973.22973007,948221103.17027,129948354.99009,7.4122448481433665,10,beyond_limits,high,"Tanzania FY2023: disbursement of $1,521,585,063 is above the expected range $168,530,973 to $948,221,103 (learned from FY2010-2019, where a typical year was $558,376,038); that is 7.4 robust sigmas from the typical year (limits sit at 3), so 4.4 beyond the $948,221,103 limit.",7.4122448481433665,
A_level,Chad,2022,101478567.1,24927053.58,0.0,56721023.91791999,10597990.112639997,7.223210505612629,10,beyond_limits,high,"Chad FY2022: disbursement of $101,478,567 is above the expected range $0 to $56,721,024 (learned from FY2010-2019, where a typical year was $24,927,054); that is 7.2 robust sigmas from the typical year (limits sit at 3), so 4.2 beyond the $56,721,024 limit.",7.223210505612629,
A_level,Sierra Leone,2023,239611135.1,60153242.055,0.0,135098761.300107,24981839.748369005,7.183533913138495,10,beyond_limits,high,"Sierra Leone FY2023: disbursement of $239,611,135 is above the expected range $0 to $135,098,761 (learned from FY2010-2019, where a typical year was $60,153,242); that is 7.2 robust sigmas from the typical year (limits sit at 3), so 4.2 beyond the $135,098,761 limit.",7.183533913138495,
A_level,Kiribati,2026,52887212.32,9375612.49,0.0,27562685.370759994,6062357.626919999,7.1773396601985375,9,beyond_limits,high,"Kiribati FY2026: disbursement of $52,887,212 is above the expected range $0 to $27,562,685 (learned from FY2010-2019, where a typical year was $9,375,612); that is 7.2 robust sigmas from the typical year (limits sit at 3), so 4.2 beyond the $27,562,685 limit.",7.1773396601985375,
A_level,Uganda,2021,738595956.9,246890754.25,39129097.87276,454652410.62724,69253885.45908,7.1000377724731925,10,beyond_limits,high,"Uganda FY2021: disbursement of $738,595,957 is above the expected range $39,129,098 to $454,652,411 (learned from FY2010-2019, where a typical year was $246,890,754); that is 7.1 robust sigmas from the typical year (limits sit at 3), so 4.1 beyond the $454,652,411 limit.",7.1000377724731925,
A_level,Nepal,2021,817632928.0,244909555.25,1924736.7816500068,487894373.71835,80994939.48945,7.071100692958727,10,beyond_limits,high,"Nepal FY2021: disbursement of $817,632,928 is above the expected range $1,924,737 to $487,894,374 (learned from FY2010-2019, where a typical year was $244,909,555); that is 7.1 robust sigmas from the typical year (limits sit at 3), so 4.1 beyond the $487,894,374 limit.",7.071100692958727,
A_level,Djibouti,2023,56158930.37,8389680.75,0.0,28753650.503505,6787989.917834999,7.037318882058063,10,beyond_limits,high,"Djibouti FY2023: disbursement of $56,158,930 is above the expected range $0 to $28,753,651 (learned from FY2010-2019, where a typical year was $8,389,681); that is 7.0 robust sigmas from the typical year (limits sit at 3), so 4.0 beyond the $28,753,651 limit.",7.037318882058063,
A_level,Djibouti,2024,56152068.56,8389680.75,0.0,28753650.503505,6787989.917834999,7.036308006956147,10,beyond_limits,high,"Djibouti FY2024: disbursement of $56,152,069 is above the expected range $0 to $28,753,651 (learned from FY2010-2019, where a typical year was $8,389,681); that is 7.0 robust sigmas from the typical year (limits sit at 3), so 4.0 beyond the $28,753,651 limit.",7.036308006956147,
A_level,India,2025,82685173.94,1257181504.0,755385322.5925001,1758977685.4074998,167265393.80249998,-7.0217532949272,10,beyond_limits,high,"India FY2025: disbursement of $82,685,174 is below the expected range $755,385,323 to $1,758,977,685 (learned from FY2010-2019, where a typical year was $1,257,181,504); that is 7.0 robust sigmas from the typical year (limits sit at 3), so 4.0 beyond the $755,385,323 limit.",7.0217532949272,
A_level,Sierra Leone,2021,234910175.6,60153242.055,0.0,135098761.300107,24981839.748369005,6.995358840871973,10,beyond_limits,high,"Sierra Leone FY2021: disbursement of $234,910,176 is above the expected range $0 to $135,098,761 (learned from FY2010-2019, where a typical year was $60,153,242); that is 7.0 robust sigmas from the typical year (limits sit at 3), so 4.0 beyond the $135,098,761 limit.",6.995358840871973,
A_level,Grenada,2021,34255972.66,5152033.635,0.0,17728646.347356,4192204.237451999,6.9423953072212985,10,beyond_limits,high,"Grenada FY2021: disbursement of $34,255,973 is above the expected range $0 to $17,728,646 (learned from FY2010-2019, where a typical year was $5,152,034); that is 6.9 robust sigmas from the typical year (limits sit at 3), so 3.9 beyond the $17,728,646 limit.",6.9423953072212985,
A_level,Cameroon,2020,314896362.1,118005880.75,32660266.090029985,203351495.40997002,28448538.219990008,6.920934911574841,10,beyond_limits,high,"Cameroon FY2020: disbursement of $314,896,362 is above the expected range $32,660,266 to $203,351,495 (learned from FY2010-2019, where a typical year was $118,005,881); that is 6.9 robust sigmas from the typical year (limits sit at 3), so 3.9 beyond the $203,351,495 limit.",6.920934911574841,
A_level,Kyrgyz Republic,2023,151432253.5,55549840.665,13804448.805444002,97295232.524556,13915130.619851999,6.890514753645899,10,beyond_limits,high,"Kyrgyz Republic FY2023: disbursement of $151,432,254 is above the expected range $13,804,449 to $97,295,233 (learned from FY2010-2019, where a typical year was $55,549,841); that is 6.9 robust sigmas from the typical year (limits sit at 3), so 3.9 beyond the $97,295,233 limit.",6.890514753645899,
A_level,Tuvalu,2026,37018620.79,5182933.3,0.0,19184777.517004002,4667281.405668001,6.821034500156423,8,beyond_limits,high,"Tuvalu FY2026: disbursement of $37,018,621 is above the expected range $0 to $19,184,778 (learned from FY2010-2019, where a typical year was $5,182,933); that is 6.8 robust sigmas from the typical year (limits sit at 3), so 3.8 beyond the $19,184,778 limit.",6.821034500156423,
A_level,Kenya,2023,1161798453.0,495859367.70000005,199603723.65669,792115011.7433101,98751881.34777002,6.743558464013384,10,beyond_limits,high,"Kenya FY2023: disbursement of $1,161,798,453 is above the expected range $199,603,724 to $792,115,012 (learned from FY2010-2019, where a typical year was $495,859,368); that is 6.7 robust sigmas from the typical year (limits sit at 3), so 3.7 beyond the $792,115,012 limit.",6.743558464013384,
A_level,Guinea-Bissau,2024,43530945.59,10534009.11,0.0,25298405.152619995,4921465.347539999,6.7046975138194504,10,beyond_limits,high,"Guinea-Bissau FY2024: disbursement of $43,530,946 is above the expected range $0 to $25,298,405 (learned from FY2010-2019, where a typical year was $10,534,009); that is 6.7 robust sigmas from the typical year (limits sit at 3), so 3.7 beyond the $25,298,405 limit.",6.7046975138194504,
A_level,Uganda,2026,709910105.1,246890754.25,39129097.87276,454652410.62724,69253885.45908,6.68582488593487,10,beyond_limits,high,"Uganda FY2026: disbursement of $709,910,105 is above the expected range $39,129,098 to $454,652,411 (learned from FY2010-2019, where a typical year was $246,890,754); that is 6.7 robust sigmas from the typical year (limits sit at 3), so 3.7 beyond the $454,652,411 limit.",6.68582488593487,
A_level,Madagascar,2025,488446100.3,102565118.42,0.0,276685653.890546,58040178.490182,6.648514734414111,10,beyond_limits,high,"Madagascar FY2025: disbursement of $488,446,100 is above the expected range $0 to $276,685,654 (learned from FY2010-2019, where a typical year was $102,565,118); that is 6.6 robust sigmas from the typical year (limits sit at 3), so 3.6 beyond the $276,685,654 limit.",6.648514734414111,
A_level,India,2024,164052590.7,1257181504.0,755385322.5925001,1758977685.4074998,167265393.80249998,-6.535296324299581,10,beyond_limits,high,"India FY2024: disbursement of $164,052,591 is below the expected range $755,385,323 to $1,758,977,685 (learned from FY2010-2019, where a typical year was $1,257,181,504); that is 6.5 robust sigmas from the typical year (limits sit at 3), so 3.5 beyond the $755,385,323 limit.",6.535296324299581,
A_level,Uganda,2025,698853294.8,246890754.25,39129097.87276,454652410.62724,69253885.45908,6.526168713191562,10,beyond_limits,high,"Uganda FY2025: disbursement of $698,853,295 is above the expected range $39,129,098 to $454,652,411 (learned from FY2010-2019, where a typical year was $246,890,754); that is 6.5 robust sigmas from the typical year (limits sit at 3), so 3.5 beyond the $454,652,411 limit.",6.526168713191562,
A_level,Cameroon,2024,303520647.9,118005880.75,32660266.090029985,203351495.40997002,28448538.219990008,6.521065009225811,10,beyond_limits,high,"Cameroon FY2024: disbursement of $303,520,648 is above the expected range $32,660,266 to $203,351,495 (learned from FY2010-2019, where a typical year was $118,005,881); that is 6.5 robust sigmas from the typical year (limits sit at 3), so 3.5 beyond the $203,351,495 limit.",6.521065009225811,
A_level,Guinea-Bissau,2023,42543558.91,10534009.11,0.0,25298405.152619995,4921465.347539999,6.504068918416751,10,beyond_limits,high,"Guinea-Bissau FY2023: disbursement of $42,543,559 is above the expected range $0 to $25,298,405 (learned from FY2010-2019, where a typical year was $10,534,009); that is 6.5 robust sigmas from the typical year (limits sit at 3), so 3.5 beyond the $25,298,405 limit.",6.504068918416751,
A_level,Togo,2023,148167181.3,37187074.635000005,0.0,90175012.81332903,17662646.05944301,6.283322798379156,10,beyond_limits,high,"Togo FY2023: disbursement of $148,167,181 is above the expected range $0 to $90,175,013 (learned from FY2010-2019, where a typical year was $37,187,075); that is 6.3 robust sigmas from the typical year (limits sit at 3), so 3.3 beyond the $90,175,013 limit.",6.283322798379156,
A_level,Sao Tome and Principe,2022,34437089.47,4348857.324999999,0.0,18776050.060080998,4809064.245026999,6.256566893676647,10,beyond_limits,high,"Sao Tome and Principe FY2022: disbursement of $34,437,089 is above the expected range $0 to $18,776,050 (learned from FY2010-2019, where a typical year was $4,348,857); that is 6.3 robust sigmas from the typical year (limits sit at 3), so 3.3 beyond the $18,776,050 limit.",6.256566893676647,
A_level,Afghanistan,2021,465789168.6,141668570.1,0.0,297673426.90731,52001618.935770005,6.232894381621826,10,beyond_limits,high,"Afghanistan FY2021: disbursement of $465,789,169 is above the expected range $0 to $297,673,427 (learned from FY2010-2019, where a typical year was $141,668,570); that is 6.2 robust sigmas from the typical year (limits sit at 3), so 3.2 beyond the $297,673,427 limit.",6.232894381621826,
A_level,Niger,2025,620742935.8,148193009.25,0.0,378238661.35115993,76681884.03371997,6.162471521203125,10,beyond_limits,high,"Niger FY2025: disbursement of $620,742,936 is above the expected range $0 to $378,238,661 (learned from FY2010-2019, where a typical year was $148,193,009); that is 6.2 robust sigmas from the typical year (limits sit at 3), so 3.2 beyond the $378,238,661 limit.",6.162471521203125,
A_level,Cote d'Ivoire,2026,758481582.6,202693242.6,0.0,473437959.3129599,90248238.90431997,6.158439729657657,10,beyond_limits,high,"Cote d'Ivoire FY2026: disbursement of $758,481,583 is above the expected range $0 to $473,437,959 (learned from FY2010-2019, where a typical year was $202,693,243); that is 6.2 robust sigmas from the typical year (limits sit at 3), so 3.2 beyond the $473,437,959 limit.",6.158439729657657,
A_level,Tonga,2021,49079897.67,12328193.559999999,0.0,30330700.087179992,6000835.509059997,6.124431182043345,10,beyond_limits,high,"Tonga FY2021: disbursement of $49,079,898 is above the expected range $0 to $30,330,700 (learned from FY2010-2019, where a typical year was $12,328,194); that is 6.1 robust sigmas from the typical year (limits sit at 3), so 3.1 beyond the $30,330,700 limit.",6.124431182043345,
A_level,Djibouti,2025,49933133.53,8389680.75,0.0,28753650.503505,6787989.917834999,6.120140613474882,10,beyond_limits,high,"Djibouti FY2025: disbursement of $49,933,134 is above the expected range $0 to $28,753,651 (learned from FY2010-2019, where a typical year was $8,389,681); that is 6.1 robust sigmas from the typical year (limits sit at 3), so 3.1 beyond the $28,753,651 limit.",6.120140613474882,
A_level,Chad,2021,89549419.38,24927053.58,0.0,56721023.91791999,10597990.112639997,6.097605783093369,10,beyond_limits,high,"Chad FY2021: disbursement of $89,549,419 is above the expected range $0 to $56,721,024 (learned from FY2010-2019, where a typical year was $24,927,054); that is 6.1 robust sigmas from the typical year (limits sit at 3), so 3.1 beyond the $56,721,024 limit.",6.097605783093369,
A_level,Guinea-Bissau,2022,40500420.17,10534009.11,0.0,25298405.152619995,4921465.347539999,6.0889204624754205,10,beyond_limits,high,"Guinea-Bissau FY2022: disbursement of $40,500,420 is above the expected range $0 to $25,298,405 (learned from FY2010-2019, where a typical year was $10,534,009); that is 6.1 robust sigmas from the typical year (limits sit at 3), so 3.1 beyond the $25,298,405 limit.",6.0889204624754205,
A_level,Kenya,2024,1095342791.0,495859367.70000005,199603723.65669,792115011.7433101,98751881.34777002,6.0706025558017105,10,beyond_limits,high,"Kenya FY2024: disbursement of $1,095,342,791 is above the expected range $199,603,724 to $792,115,012 (learned from FY2010-2019, where a typical year was $495,859,368); that is 6.1 robust sigmas from the typical year (limits sit at 3), so 3.1 beyond the $792,115,012 limit.",6.0706025558017105,
A_level,Central African Republic,2024,139620340.3,39836241.235,0.0,89346702.254383,16503487.006460998,6.046243380319277,10,beyond_limits,high,"Central African Republic FY2024: disbursement of $139,620,340 is above the expected range $0 to $89,346,702 (learned from FY2010-2019, where a typical year was $39,836,241); that is 6.0 robust sigmas from the typical year (limits sit at 3), so 3.0 beyond the $89,346,702 limit.",6.046243380319277,
A_level,Malawi,2024,630884030.8,167663464.65,0.0,397818060.27480006,76718198.5416,6.037948947651857,10,beyond_limits,high,"Malawi FY2024: disbursement of $630,884,031 is above the expected range $0 to $397,818,060 (learned from FY2010-2019, where a typical year was $167,663,465); that is 6.0 robust sigmas from the typical year (limits sit at 3), so 3.0 beyond the $397,818,060 limit.",6.037948947651857,
A_level,Togo,2021,143721594.8,37187074.635000005,0.0,90175012.81332903,17662646.05944301,6.0316285457151695,10,beyond_limits,high,"Togo FY2021: disbursement of $143,721,595 is above the expected range $0 to $90,175,013 (learned from FY2010-2019, where a typical year was $37,187,075); that is 6.0 robust sigmas from the typical year (limits sit at 3), so 3.0 beyond the $90,175,013 limit.",6.0316285457151695,
A_level,Madagascar,2023,452003948.3,102565118.42,0.0,276685653.890546,58040178.490182,6.02063672045927,10,beyond_limits,high,"Madagascar FY2023: disbursement of $452,003,948 is above the expected range $0 to $276,685,654 (learned from FY2010-2019, where a typical year was $102,565,118); that is 6.0 robust sigmas from the typical year (limits sit at 3), so 3.0 beyond the $276,685,654 limit.",6.02063672045927,
A_level,Tanzania,2026,1336377527.0,558376038.2,168530973.22973007,948221103.17027,129948354.99009,5.9870052903657855,10,beyond_limits,high,"Tanzania FY2026: disbursement of $1,336,377,527 is above the expected range $168,530,973 to $948,221,103 (learned from FY2010-2019, where a typical year was $558,376,038); that is 6.0 robust sigmas from the typical year (limits sit at 3), so 3.0 beyond the $948,221,103 limit.",5.9870052903657855,
A_level,Cameroon,2023,286657687.8,118005880.75,32660266.090029985,203351495.40997002,28448538.219990008,5.928311878305684,10,beyond_limits,high,"Cameroon FY2023: disbursement of $286,657,688 is above the expected range $32,660,266 to $203,351,495 (learned from FY2010-2019, where a typical year was $118,005,881); that is 5.9 robust sigmas from the typical year (limits sit at 3), so 2.9 beyond the $203,351,495 limit.",5.928311878305684,
A_level,India,2023,270192701.4,1257181504.0,755385322.5925001,1758977685.4074998,167265393.80249998,-5.9007352337650625,10,beyond_limits,high,"India FY2023: disbursement of $270,192,701 is below the expected range $755,385,323 to $1,758,977,685 (learned from FY2010-2019, where a typical year was $1,257,181,504); that is 5.9 robust sigmas from the typical year (limits sit at 3), so 2.9 beyond the $755,385,323 limit.",5.9007352337650625,
A_level,Mauritania,2026,178586553.4,38456341.260000005,0.0,111107388.129828,24217015.623276,5.78643604645136,10,beyond_limits,high,"Mauritania FY2026: disbursement of $178,586,553 is above the expected range $0 to $111,107,388 (learned from FY2010-2019, where a typical year was $38,456,341); that is 5.8 robust sigmas from the typical year (limits sit at 3), so 2.8 beyond the $111,107,388 limit.",5.78643604645136,
A_level,Cambodia,2024,136427085.0,39354260.66500001,0.0,89866973.63595098,16837570.99031699,5.765251079910812,10,beyond_limits,high,"Cambodia FY2024: disbursement of $136,427,085 is above the expected range $0 to $89,866,974 (learned from FY2010-2019, where a typical year was $39,354,261); that is 5.8 robust sigmas from the typical year (limits sit at 3), so 2.8 beyond the $89,866,974 limit.",5.765251079910812,
A_level,Nigeria,2023,1829965033.0,819493219.3499999,289524142.56473947,1349462296.1352603,176656358.92842016,5.719985511868473,10,beyond_limits,high,"Nigeria FY2023: disbursement of $1,829,965,033 is above the expected range $289,524,143 to $1,349,462,296 (learned from FY2010-2019, where a typical year was $819,493,219); that is 5.7 robust sigmas from the typical year (limits sit at 3), so 2.7 beyond the $1,349,462,296 limit.",5.719985511868473,
A_level,Guyana,2023,37629778.2,5592748.529999999,0.0,22519398.086858995,5642216.518952998,5.678092920110938,10,beyond_limits,high,"Guyana FY2023: disbursement of $37,629,778 is above the expected range $0 to $22,519,398 (learned from FY2010-2019, where a typical year was $5,592,749); that is 5.7 robust sigmas from the typical year (limits sit at 3), so 2.7 beyond the $22,519,398 limit.",5.678092920110938,
A_level,Kenya,2022,1055140135.0,495859367.70000005,199603723.65669,792115011.7433101,98751881.34777002,5.6634948080675676,10,beyond_limits,high,"Kenya FY2022: disbursement of $1,055,140,135 is above the expected range $199,603,724 to $792,115,012 (learned from FY2010-2019, where a typical year was $495,859,368); that is 5.7 robust sigmas from the typical year (limits sit at 3), so 2.7 beyond the $792,115,012 limit.",5.6634948080675676,
A_level,Lao People's Democratic Republic,2025,137661779.2,57412168.385000005,14893084.250689976,99931252.51931003,14173028.04477001,5.662135893720531,10,beyond_limits,high,"Lao People's Democratic Republic FY2025: disbursement of $137,661,779 is above the expected range $14,893,084 to $99,931,253 (learned from FY2010-2019, where a typical year was $57,412,168); that is 5.7 robust sigmas from the typical year (limits sit at 3), so 2.7 beyond the $99,931,253 limit.",5.662135893720531,
A_level,Nicaragua,2026,-11139664.39,61514671.825,22859488.957510002,100169854.69249001,12885060.95583,-5.638649010979392,10,beyond_limits,high,"Nicaragua FY2026: disbursement of $-11,139,664 is below the expected range $22,859,489 to $100,169,855 (learned from FY2010-2019, where a typical year was $61,514,672); that is 5.6 robust sigmas from the typical year (limits sit at 3), so 2.6 beyond the $22,859,489 limit.",5.638649010979392,
A_level,St. Lucia,2020,11703759.32,4078803.77,0.0,8187234.205949,1369476.811983,5.56778726246491,10,beyond_limits,high,"St. Lucia FY2020: disbursement of $11,703,759 is above the expected range $0 to $8,187,234 (learned from FY2010-2019, where a typical year was $4,078,804); that is 5.6 robust sigmas from the typical year (limits sit at 3), so 2.6 beyond the $8,187,234 limit.",5.56778726246491,
A_level,Rwanda,2025,692105054.7,210111077.2,0.0,469846333.8193,86578418.8731,5.5671376744182615,10,beyond_limits,high,"Rwanda FY2025: disbursement of $692,105,055 is above the expected range $0 to $469,846,334 (learned from FY2010-2019, where a typical year was $210,111,077); that is 5.6 robust sigmas from the typical year (limits sit at 3), so 2.6 beyond the $469,846,334 limit.",5.5671376744182615,
A_level,Benin,2022,297349754.3,99368766.845,0.0,206060280.188849,35563837.781283,5.566918527538556,10,beyond_limits,high,"Benin FY2022: disbursement of $297,349,754 is above the expected range $0 to $206,060,280 (learned from FY2010-2019, where a typical year was $99,368,767); that is 5.6 robust sigmas from the typical year (limits sit at 3), so 2.6 beyond the $206,060,280 limit.",5.566918527538556,
A_level,Cote d'Ivoire,2021,704703325.7,202693242.6,0.0,473437959.3129599,90248238.90431997,5.562547138811481,10,beyond_limits,high,"Cote d'Ivoire FY2021: disbursement of $704,703,326 is above the expected range $0 to $473,437,959 (learned from FY2010-2019, where a typical year was $202,693,243); that is 5.6 robust sigmas from the typical year (limits sit at 3), so 2.6 beyond the $473,437,959 limit.",5.562547138811481,
A_level,Guinea-Bissau,2020,37159677.4,10534009.11,0.0,25298405.152619995,4921465.347539999,5.410109877804763,10,beyond_limits,high,"Guinea-Bissau FY2020: disbursement of $37,159,677 is above the expected range $0 to $25,298,405 (learned from FY2010-2019, where a typical year was $10,534,009); that is 5.4 robust sigmas from the typical year (limits sit at 3), so 2.4 beyond the $25,298,405 limit.",5.410109877804763,
A_level,Djibouti,2021,44711403.19,8389680.75,0.0,28753650.503505,6787989.917834999,5.3508804343635,10,beyond_limits,high,"Djibouti FY2021: disbursement of $44,711,403 is above the expected range $0 to $28,753,651 (learned from FY2010-2019, where a typical year was $8,389,681); that is 5.4 robust sigmas from the typical year (limits sit at 3), so 2.4 beyond the $28,753,651 limit.",5.3508804343635,
A_level,Nigeria,2026,1758257037.0,819493219.3499999,289524142.56473947,1349462296.1352603,176656358.92842016,5.314067511322252,10,beyond_limits,high,"Nigeria FY2026: disbursement of $1,758,257,037 is above the expected range $289,524,143 to $1,349,462,296 (learned from FY2010-2019, where a typical year was $819,493,219); that is 5.3 robust sigmas from the typical year (limits sit at 3), so 2.3 beyond the $1,349,462,296 limit.",5.314067511322252,
A_level,Niger,2021,552802748.6,148193009.25,0.0,378238661.35115993,76681884.03371997,5.276471026351903,10,beyond_limits,high,"Niger FY2021: disbursement of $552,802,749 is above the expected range $0 to $378,238,661 (learned from FY2010-2019, where a typical year was $148,193,009); that is 5.3 robust sigmas from the typical year (limits sit at 3), so 2.3 beyond the $378,238,661 limit.",5.276471026351903,
A_level,Burundi,2024,203266344.9,86981416.985,20638109.287613012,153324724.682387,22114435.899128996,5.25832666252093,10,beyond_limits,high,"Burundi FY2024: disbursement of $203,266,345 is above the expected range $20,638,109 to $153,324,725 (learned from FY2010-2019, where a typical year was $86,981,417); that is 5.3 robust sigmas from the typical year (limits sit at 3), so 2.3 beyond the $153,324,725 limit.",5.25832666252093,
